515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
515	516	1540	519	1543	1032	1544	1033	1034	1546
